source_locus_tag	target_locus_tag	weight	association	target_organism	target_gene	source_organism	source_gene	cross_species	source_organism_name	target_organism_name	source_gene_product	target_gene_product
Ga0081607_11408	Ga0081607_125530	0.02315	positive	Ga0081607	125530	Ga0081607	11408	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold shock protein	hypothetical protein
Ga0081607_125530	Ga0081607_11408	0.02315	positive	Ga0081607	11408	Ga0081607	125530	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold shock protein
Ga0081607_108640	Ga0081607_123916	0.02314	positive	Ga0081607	123916	Ga0081607	108640	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	putative transposase	hypothetical protein
Ga0081607_123916	Ga0081607_108640	0.02314	positive	Ga0081607	108640	Ga0081607	123916	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	putative transposase
Ga0081607_110243	Ga0081607_11521	0.02313	positive	Ga0081607	11521	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11521	Ga0081607_110243	0.02313	positive	Ga0081607	110243	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11331	Ga0081607_108813	-0.02312	negative	Ga0081607	108813	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	surface antigen family protein
Ga0081607_108813	Ga0081607_11331	-0.02312	negative	Ga0081607	11331	Ga0081607	108813	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	surface antigen family protein	hypothetical protein
Ga0081607_11368	Ga0081607_123116	-0.02309	negative	Ga0081607	123116	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	translation elongation factor P (EF-P)
Ga0081607_108813	Ga0081607_110243	-0.02306	negative	Ga0081607	110243	Ga0081607	108813	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	surface antigen family protein	hypothetical protein
Ga0081607_110243	Ga0081607_108813	-0.02306	negative	Ga0081607	108813	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	surface antigen family protein
Ga0081607_113641	Ga0081607_12365	0.02304	positive	Ga0081607	12365	Ga0081607	113641	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	sodium/proton antiporter, NhaD family (TC 2.A.62)
Ga0081607_12365	Ga0081607_113641	0.02304	positive	Ga0081607	113641	Ga0081607	12365	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	sodium/proton antiporter, NhaD family (TC 2.A.62)	hypothetical protein
Ga0081607_121224	Ga0081607_114311	0.02302	positive	Ga0081607	114311	Ga0081607	121224	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	RNA-binding protein Hfq
Ga0081607_114311	Ga0081607_121224	0.02302	positive	Ga0081607	121224	Ga0081607	114311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	RNA-binding protein Hfq	hypothetical protein
Ga0081607_118610	Ga0081607_10909	0.02298	positive	Ga0081607	10909	Ga0081607	118610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	UDP-glucose pyrophosphorylase
Ga0081607_10909	Ga0081607_118610	0.02298	positive	Ga0081607	118610	Ga0081607	10909	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	UDP-glucose pyrophosphorylase	hypothetical protein
Ga0081607_12192	Ga0081607_10239	-0.02297	negative	Ga0081607	10239	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081607_10239	Ga0081607_12192	-0.02297	negative	Ga0081607	12192	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081629_12128	Ga0081629_116111	0.02297	positive	Ga0081629	116111	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cytochrome c
Ga0081629_116111	Ga0081629_12128	0.02297	positive	Ga0081629	12128	Ga0081629	116111	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cytochrome c	hypothetical protein
Ga0081607_122018	Ga0081607_120732	0.02297	positive	Ga0081607	120732	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	hypothetical protein
Ga0081607_120732	Ga0081607_122018	0.02297	positive	Ga0081607	122018	Ga0081607	120732	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	anti-sigma-28 factor, FlgM family
Ga0081607_11303	Ga0081607_11408	0.02295	positive	Ga0081607	11408	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold shock protein
Ga0081607_11408	Ga0081607_11303	0.02295	positive	Ga0081607	11303	Ga0081607	11408	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold shock protein	hypothetical protein
Ga0081607_117613	Ga0081607_121110	0.02295	positive	Ga0081607	121110	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transposase, IS5 family
Ga0081607_121110	Ga0081607_117613	0.02295	positive	Ga0081607	117613	Ga0081607	121110	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transposase, IS5 family	hypothetical protein
Ga0081607_11219	Ga0081607_115213	0.02291	positive	Ga0081607	115213	Ga0081607	11219	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellin
Ga0081607_115213	Ga0081607_11219	0.02291	positive	Ga0081607	11219	Ga0081607	115213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellin	hypothetical protein
Ga0081607_123916	Ga0081607_10824	0.02289	positive	Ga0081607	10824	Ga0081607	123916	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	penicillin-binding protein 1B
Ga0081607_10824	Ga0081607_123916	0.02289	positive	Ga0081607	123916	Ga0081607	10824	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	penicillin-binding protein 1B	hypothetical protein
Ga0081607_10651	Ga0081607_116324	0.02285	positive	Ga0081607	116324	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	chaperonin GroEL
Ga0081607_116324	Ga0081607_10651	0.02285	positive	Ga0081607	10651	Ga0081607	116324	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	chaperonin GroEL	hypothetical protein
Ga0081607_122014	Ga0081607_11332	0.02284	positive	Ga0081607	11332	Ga0081607	122014	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod modification protein FlgD	hypothetical protein
Ga0081607_11332	Ga0081607_122014	0.02284	positive	Ga0081607	122014	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod modification protein FlgD
Ga0081607_123317	Ga0081607_11288	0.02283	positive	Ga0081607	11288	Ga0081607	123317	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold-shock DNA-binding protein family	hypothetical protein
Ga0081607_125320	Ga0081607_10651	0.02283	positive	Ga0081607	10651	Ga0081607	125320	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10651	Ga0081607_125320	0.02283	positive	Ga0081607	125320	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11288	Ga0081607_123317	0.02283	positive	Ga0081607	123317	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold-shock DNA-binding protein family
Ga0081607_125320	Ga0081607_12192	0.0228	positive	Ga0081607	12192	Ga0081607	125320	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081607_12192	Ga0081607_125320	0.0228	positive	Ga0081607	125320	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081629_116111	Ga0081629_105315	0.02279	positive	Ga0081629	105315	Ga0081629	116111	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cytochrome c	hypothetical protein
Ga0081607_121225	Ga0081607_116319	0.02279	positive	Ga0081607	116319	Ga0081607	121225	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	hypothetical protein
Ga0081629_105315	Ga0081629_116111	0.02279	positive	Ga0081629	116111	Ga0081629	105315	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cytochrome c
Ga0081607_116319	Ga0081607_121225	0.02279	positive	Ga0081607	121225	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081629_12205	Ga0081607_11349	-0.02273	negative	Ga0081607	11349	Ga0081629	12205	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Methyltransferase domain-containing protein
Ga0081607_11349	Ga0081629_12205	-0.02273	negative	Ga0081629	12205	Ga0081607	11349	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	Methyltransferase domain-containing protein	hypothetical protein
Ga0081629_11135	Ga0081607_115210	-0.02272	negative	Ga0081607	115210	Ga0081629	11135	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FliS
Ga0081607_115210	Ga0081629_11135	-0.02272	negative	Ga0081629	11135	Ga0081607	115210	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	flagellar protein FliS	hypothetical protein
Ga0081607_11332	Ga0081607_107914	0.02271	positive	Ga0081607	107914	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	SSU ribosomal protein S15P
Ga0081607_107914	Ga0081607_11332	0.02271	positive	Ga0081607	11332	Ga0081607	107914	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S15P	hypothetical protein
Ga0081607_11288	Ga0081607_108311	0.0227	positive	Ga0081607	108311	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L20P
Ga0081607_108311	Ga0081607_11288	0.0227	positive	Ga0081607	11288	Ga0081607	108311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L20P	hypothetical protein
Ga0081607_10311	Ga0081607_122018	0.02269	positive	Ga0081607	122018	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	anti-sigma-28 factor, FlgM family
Ga0081607_122018	Ga0081607_10311	0.02269	positive	Ga0081607	10311	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	hypothetical protein
Ga0081607_116221	Ga0081607_11521	0.02265	positive	Ga0081607	11521	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	hypothetical protein
Ga0081607_11521	Ga0081607_116221	0.02265	positive	Ga0081607	116221	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	type IV pilus assembly protein PilA
Ga0081607_107940	Ga0081607_116319	-0.02263	negative	Ga0081607	116319	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_116319	Ga0081607_107940	-0.02263	negative	Ga0081607	107940	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081629_122127	Ga0081629_10206	0.0226	positive	Ga0081629	10206	Ga0081629	122127	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	LSU ribosomal protein L35P	RNA-binding protein Hfq
Ga0081607_12205	Ga0081607_117812	0.02258	positive	Ga0081607	117812	Ga0081607	12205	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Smg protein
Ga0081607_117812	Ga0081607_12205	0.02258	positive	Ga0081607	12205	Ga0081607	117812	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Smg protein	hypothetical protein
Ga0081607_108422	Ga0081607_11288	0.02254	positive	Ga0081607	11288	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	hypothetical protein
Ga0081607_11288	Ga0081607_108422	0.02254	positive	Ga0081607	108422	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	competence protein ComEA
Ga0081607_11368	Ga0081607_112115	0.02252	positive	Ga0081607	112115	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	peroxiredoxin (alkyl hydroperoxide reductase subunit C)
Ga0081607_10311	Ga0081607_122016	0.02252	positive	Ga0081607	122016	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod protein FlgB
Ga0081607_122016	Ga0081607_10311	0.02252	positive	Ga0081607	10311	Ga0081607	122016	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgB	hypothetical protein
Ga0081607_112314	Ga0081607_117024	0.02249	positive	Ga0081607	117024	Ga0081607	112314	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	hypothetical protein
Ga0081607_117024	Ga0081607_112314	0.02249	positive	Ga0081607	112314	Ga0081607	117024	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)
Ga0081607_107611	Ga0081607_10311	0.02245	positive	Ga0081607	10311	Ga0081607	107611	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10311	Ga0081607_107611	0.02245	positive	Ga0081607	107611	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_111115	Ga0081607_10524	0.02243	positive	Ga0081607	10524	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	hypothetical protein
Ga0081607_12369	Ga0081607_114212	0.02243	positive	Ga0081607	114212	Ga0081607	12369	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	carboxyl-terminal processing protease	hypothetical protein
Ga0081607_10524	Ga0081607_111115	0.02243	positive	Ga0081607	111115	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transcriptional regulator, TraR/DksA family
Ga0081607_114212	Ga0081607_12369	0.02243	positive	Ga0081607	12369	Ga0081607	114212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	carboxyl-terminal processing protease
Ga0081607_115210	Ga0081607_113519	0.02239	positive	Ga0081607	113519	Ga0081607	115210	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FliS	hypothetical protein
Ga0081607_113519	Ga0081607_115210	0.02239	positive	Ga0081607	115210	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FliS
Ga0081607_11288	Ga0081607_113519	0.02234	positive	Ga0081607	113519	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_113519	Ga0081607_11288	0.02234	positive	Ga0081607	11288	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_120732	Ga0081607_11135	0.0223	positive	Ga0081607	11135	Ga0081607	120732	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L21P
Ga0081607_108813	Ga0081607_11521	-0.0223	negative	Ga0081607	11521	Ga0081607	108813	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	surface antigen family protein	hypothetical protein
Ga0081607_11135	Ga0081607_120732	0.0223	positive	Ga0081607	120732	Ga0081607	11135	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L21P	hypothetical protein
Ga0081607_11521	Ga0081607_108813	-0.0223	negative	Ga0081607	108813	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	surface antigen family protein
Ga0081607_10651	Ga0081607_110272	0.02228	positive	Ga0081607	110272	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	3-oxoacyl-(acyl-carrier-protein) synthase I
Ga0081607_110272	Ga0081607_10651	0.02228	positive	Ga0081607	10651	Ga0081607	110272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-oxoacyl-(acyl-carrier-protein) synthase I	hypothetical protein
Ga0081629_10373	Ga0081607_123112	0.02227	positive	Ga0081607	123112	Ga0081629	10373	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	formaldehyde activating enzyme	hypothetical protein
Ga0081607_123112	Ga0081629_10373	0.02227	positive	Ga0081629	10373	Ga0081607	123112	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	formaldehyde activating enzyme
Ga0081607_107610	Ga0081607_109111	0.02226	positive	Ga0081607	109111	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	bacterial nucleoid protein HU beta subunit
Ga0081607_113410	Ga0081607_10823	-0.02226	negative	Ga0081607	10823	Ga0081607	113410	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	outer membrane lipoprotein carrier protein
Ga0081607_10823	Ga0081607_113410	-0.02226	negative	Ga0081607	113410	Ga0081607	10823	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	outer membrane lipoprotein carrier protein	hypothetical protein
Ga0081607_109111	Ga0081607_107610	0.02226	positive	Ga0081607	107610	Ga0081607	109111	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial nucleoid protein HU beta subunit	hypothetical protein
Ga0081607_11303	Ga0081607_12308	0.02223	positive	Ga0081607	12308	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	superoxide dismutase, Fe-Mn family
Ga0081607_12308	Ga0081607_11303	0.02223	positive	Ga0081607	11303	Ga0081607	12308	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	superoxide dismutase, Fe-Mn family	hypothetical protein
Ga0081607_12205	Ga0081607_11136	0.02222	positive	Ga0081607	11136	Ga0081607	12205	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081607_11136	Ga0081607_12205	0.02222	positive	Ga0081607	12205	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_113519	Ga0081607_111211	0.02221	positive	Ga0081607	111211	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_111211	Ga0081607_113519	0.02221	positive	Ga0081607	113519	Ga0081607	111211	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10701	Ga0081607_111620	0.02217	positive	Ga0081607	111620	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PQQ enzyme repeat-containing protein
Ga0081607_111620	Ga0081607_10701	0.02217	positive	Ga0081607	10701	Ga0081607	111620	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ enzyme repeat-containing protein	hypothetical protein
Ga0081607_114272	Ga0081607_108269	-0.02216	negative	Ga0081607	108269	Ga0081607	114272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	protein of unknown function (DUF477)
Ga0081607_108269	Ga0081607_114272	-0.02216	negative	Ga0081607	114272	Ga0081607	108269	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	protein of unknown function (DUF477)	hypothetical protein
Ga0081607_10828	Ga0081607_117613	-0.02213	negative	Ga0081607	117613	Ga0081607	10828	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	methylene-tetrahydromethanopterin dehydrogenase	hypothetical protein
Ga0081629_122127	Ga0081607_125535	-0.02213	negative	Ga0081607	125535	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_117613	Ga0081607_10828	-0.02213	negative	Ga0081607	10828	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	methylene-tetrahydromethanopterin dehydrogenase
Ga0081607_117646	Ga0081607_11521	0.0221	positive	Ga0081607	11521	Ga0081607	117646	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081607_111115	Ga0081607_118613	0.0221	positive	Ga0081607	118613	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	hypothetical protein
Ga0081607_118613	Ga0081607_111115	0.0221	positive	Ga0081607	111115	Ga0081607	118613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transcriptional regulator, TraR/DksA family
Ga0081607_11521	Ga0081607_117646	0.0221	positive	Ga0081607	117646	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081629_10632	Ga0081607_12364	0.02208	positive	Ga0081607	12364	Ga0081629	10632	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12364	Ga0081629_10632	0.02208	positive	Ga0081629	10632	Ga0081607	12364	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11521	Ga0081607_11869	0.02207	positive	Ga0081607	11869	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flavodoxin reductase family protein
Ga0081607_11869	Ga0081607_11521	0.02207	positive	Ga0081607	11521	Ga0081607	11869	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flavodoxin reductase family protein	hypothetical protein
Ga0081607_107612	Ga0081607_111115	0.02205	positive	Ga0081607	111115	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transcriptional regulator, TraR/DksA family
Ga0081607_110243	Ga0081607_113621	0.02205	positive	Ga0081607	113621	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar hook-length control protein
Ga0081607_111115	Ga0081607_107612	0.02205	positive	Ga0081607	107612	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	hypothetical protein
Ga0081607_108041	Ga0081607_120732	0.02205	positive	Ga0081607	120732	Ga0081607	108041	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Ykud domain-containing protein	hypothetical protein
Ga0081607_113621	Ga0081607_110243	0.02205	positive	Ga0081607	110243	Ga0081607	113621	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook-length control protein	hypothetical protein
Ga0081607_120732	Ga0081607_108041	0.02205	positive	Ga0081607	108041	Ga0081607	120732	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Ykud domain-containing protein
Ga0081607_110243	Ga0081607_116318	0.02204	positive	Ga0081607	116318	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	prepilin-type N-terminal cleavage/methylation domain-containing protein
Ga0081607_110243	Ga0081607_112115	0.02204	positive	Ga0081607	112115	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	peroxiredoxin (alkyl hydroperoxide reductase subunit C)
Ga0081607_112115	Ga0081607_110243	0.02204	positive	Ga0081607	110243	Ga0081607	112115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	peroxiredoxin (alkyl hydroperoxide reductase subunit C)	hypothetical protein
Ga0081607_116318	Ga0081607_110243	0.02204	positive	Ga0081607	110243	Ga0081607	116318	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	prepilin-type N-terminal cleavage/methylation domain-containing protein	hypothetical protein
Ga0081607_111115	Ga0081607_113519	0.022	positive	Ga0081607	113519	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	hypothetical protein
Ga0081607_113519	Ga0081607_111115	0.022	positive	Ga0081607	111115	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transcriptional regulator, TraR/DksA family
Ga0081607_107940	Ga0081607_11022	0.022	positive	Ga0081607	11022	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cobalt transporter subunit CbtB
Ga0081607_11022	Ga0081607_107940	0.022	positive	Ga0081607	107940	Ga0081607	11022	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cobalt transporter subunit CbtB	hypothetical protein
Ga0081607_123012	Ga0081607_125320	0.02196	positive	Ga0081607	125320	Ga0081607	123012	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PAS domain S-box-containing protein	hypothetical protein
Ga0081607_125320	Ga0081607_123012	0.02196	positive	Ga0081607	123012	Ga0081607	125320	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PAS domain S-box-containing protein
Ga0081607_12049	Ga0081607_11304	0.02194	positive	Ga0081607	11304	Ga0081607	12049	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	formaldehyde activating enzyme	hypothetical protein
Ga0081607_11304	Ga0081607_12049	0.02194	positive	Ga0081607	12049	Ga0081607	11304	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	formaldehyde activating enzyme
Ga0081629_10478	Ga0081629_105315	0.02194	positive	Ga0081629	105315	Ga0081629	10478	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	putative sigma-54 modulation protein	hypothetical protein
Ga0081629_105315	Ga0081629_10478	0.02194	positive	Ga0081629	10478	Ga0081629	105315	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	putative sigma-54 modulation protein
Ga0081607_11288	Ga0081607_107610	0.02193	positive	Ga0081607	107610	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107610	Ga0081607_11288	0.02193	positive	Ga0081607	11288	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107611	Ga0081607_125320	0.02191	positive	Ga0081607	125320	Ga0081607	107611	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
