source_locus_tag	target_locus_tag	weight	association	target_organism	target_gene	source_organism	source_gene	cross_species	source_organism_name	target_organism_name	source_gene_product	target_gene_product
Ga0081607_108458	Ga0081607_108454	0.02289	positive	Ga0081607	108454	Ga0081607	108458	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit c	ATP synthase F1 subcomplex gamma subunit
Ga0081607_10824	Ga0081607_123916	0.02289	positive	Ga0081607	123916	Ga0081607	10824	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	penicillin-binding protein 1B	hypothetical protein
Ga0081607_108454	Ga0081607_108458	0.02289	positive	Ga0081607	108458	Ga0081607	108454	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex gamma subunit	F-type H+-transporting ATPase subunit c
Ga0081629_10373	Ga0081629_116111	0.02287	positive	Ga0081629	116111	Ga0081629	10373	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	formaldehyde activating enzyme	cytochrome c
Ga0081629_116111	Ga0081629_10373	0.02287	positive	Ga0081629	10373	Ga0081629	116111	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cytochrome c	formaldehyde activating enzyme
Ga0081607_10651	Ga0081607_116324	0.02285	positive	Ga0081607	116324	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	chaperonin GroEL
Ga0081607_116324	Ga0081607_10651	0.02285	positive	Ga0081607	10651	Ga0081607	116324	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	chaperonin GroEL	hypothetical protein
Ga0081607_122014	Ga0081607_11332	0.02284	positive	Ga0081607	11332	Ga0081607	122014	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod modification protein FlgD	hypothetical protein
Ga0081607_11332	Ga0081607_122014	0.02284	positive	Ga0081607	122014	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod modification protein FlgD
Ga0081607_123317	Ga0081607_11288	0.02283	positive	Ga0081607	11288	Ga0081607	123317	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold-shock DNA-binding protein family	hypothetical protein
Ga0081607_125320	Ga0081607_10651	0.02283	positive	Ga0081607	10651	Ga0081607	125320	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10651	Ga0081607_125320	0.02283	positive	Ga0081607	125320	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11288	Ga0081607_123317	0.02283	positive	Ga0081607	123317	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold-shock DNA-binding protein family
Ga0081607_10958	Ga0081607_107914	0.02281	positive	Ga0081607	107914	Ga0081607	10958	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c553	SSU ribosomal protein S15P
Ga0081607_107914	Ga0081607_10958	0.02281	positive	Ga0081607	10958	Ga0081607	107914	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S15P	cytochrome c553
Ga0081607_125320	Ga0081607_12192	0.0228	positive	Ga0081607	12192	Ga0081607	125320	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081607_12192	Ga0081607_125320	0.0228	positive	Ga0081607	125320	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081629_116111	Ga0081629_105315	0.02279	positive	Ga0081629	105315	Ga0081629	116111	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cytochrome c	hypothetical protein
Ga0081607_121225	Ga0081607_116319	0.02279	positive	Ga0081607	116319	Ga0081607	121225	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	hypothetical protein
Ga0081629_118411	Ga0081607_108422	-0.02279	negative	Ga0081607	108422	Ga0081629	118411	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	competence protein ComEA
Ga0081629_105315	Ga0081629_116111	0.02279	positive	Ga0081629	116111	Ga0081629	105315	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cytochrome c
Ga0081607_116319	Ga0081607_121225	0.02279	positive	Ga0081607	121225	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_11233	Ga0081607_119210	0.02276	positive	Ga0081607	119210	Ga0081607	11233	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	lon-related putative ATP-dependent protease	3-hydroxyacyl-(acyl-carrier-protein) dehydratase
Ga0081607_119210	Ga0081607_11233	0.02276	positive	Ga0081607	11233	Ga0081607	119210	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-hydroxyacyl-(acyl-carrier-protein) dehydratase	lon-related putative ATP-dependent protease
Ga0081607_122011	Ga0081607_12209	0.02275	positive	Ga0081607	12209	Ga0081607	122011	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgG	flagellar P-ring protein precursor FlgI
Ga0081607_12209	Ga0081607_122011	0.02275	positive	Ga0081607	122011	Ga0081607	12209	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar P-ring protein precursor FlgI	flagellar basal-body rod protein FlgG
Ga0081629_12205	Ga0081607_11349	-0.02273	negative	Ga0081607	11349	Ga0081629	12205	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Methyltransferase domain-containing protein
Ga0081607_11349	Ga0081629_12205	-0.02273	negative	Ga0081629	12205	Ga0081607	11349	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	Methyltransferase domain-containing protein	hypothetical protein
Ga0081629_11135	Ga0081607_115210	-0.02272	negative	Ga0081607	115210	Ga0081629	11135	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FliS
Ga0081607_115210	Ga0081629_11135	-0.02272	negative	Ga0081629	11135	Ga0081607	115210	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	flagellar protein FliS	hypothetical protein
Ga0081607_11332	Ga0081607_107914	0.02271	positive	Ga0081607	107914	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	SSU ribosomal protein S15P
Ga0081607_107914	Ga0081607_11332	0.02271	positive	Ga0081607	11332	Ga0081607	107914	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S15P	hypothetical protein
Ga0081607_11288	Ga0081607_108311	0.0227	positive	Ga0081607	108311	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L20P
Ga0081607_108311	Ga0081607_11288	0.0227	positive	Ga0081607	11288	Ga0081607	108311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L20P	hypothetical protein
Ga0081607_10311	Ga0081607_122018	0.02269	positive	Ga0081607	122018	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	anti-sigma-28 factor, FlgM family
Ga0081607_120416	Ga0081607_11236	0.02269	positive	Ga0081607	11236	Ga0081607	120416	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	integron integrase	ribosomal subunit interface protein
Ga0081607_11236	Ga0081607_120416	0.02269	positive	Ga0081607	120416	Ga0081607	11236	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ribosomal subunit interface protein	integron integrase
Ga0081607_122018	Ga0081607_10311	0.02269	positive	Ga0081607	10311	Ga0081607	122018	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	anti-sigma-28 factor, FlgM family	hypothetical protein
Ga0081607_116221	Ga0081607_11521	0.02265	positive	Ga0081607	11521	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	hypothetical protein
Ga0081607_11521	Ga0081607_116221	0.02265	positive	Ga0081607	116221	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	type IV pilus assembly protein PilA
Ga0081607_107940	Ga0081607_116319	-0.02263	negative	Ga0081607	116319	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_116319	Ga0081607_107940	-0.02263	negative	Ga0081607	107940	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_108455	Ga0081607_109110	0.02262	positive	Ga0081607	109110	Ga0081607	108455	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex alpha subunit	ATP-dependent proteinase
Ga0081607_109110	Ga0081607_108455	0.02262	positive	Ga0081607	108455	Ga0081607	109110	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP-dependent proteinase	ATP synthase F1 subcomplex alpha subunit
Ga0081607_113613	Ga0081607_12208	0.02261	positive	Ga0081607	12208	Ga0081607	113613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PAS/PAC sensor signal transduction histidine kinase	flagellar protein FlgJ
Ga0081607_11846	Ga0081607_11235	-0.02261	negative	Ga0081607	11235	Ga0081607	11846	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	microcystin-dependent protein	cold-shock DNA-binding protein family
Ga0081607_11235	Ga0081607_11846	-0.02261	negative	Ga0081607	11846	Ga0081607	11235	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold-shock DNA-binding protein family	microcystin-dependent protein
Ga0081607_12208	Ga0081607_113613	0.02261	positive	Ga0081607	113613	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	PAS/PAC sensor signal transduction histidine kinase
Ga0081629_122127	Ga0081629_10206	0.0226	positive	Ga0081629	10206	Ga0081629	122127	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	LSU ribosomal protein L35P	RNA-binding protein Hfq
Ga0081607_12205	Ga0081607_117812	0.02258	positive	Ga0081607	117812	Ga0081607	12205	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Smg protein
Ga0081607_117812	Ga0081607_12205	0.02258	positive	Ga0081607	12205	Ga0081607	117812	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Smg protein	hypothetical protein
Ga0081607_108422	Ga0081607_11288	0.02254	positive	Ga0081607	11288	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	hypothetical protein
Ga0081607_11288	Ga0081607_108422	0.02254	positive	Ga0081607	108422	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	competence protein ComEA
Ga0081629_11362	Ga0081607_10881	-0.02253	negative	Ga0081607	10881	Ga0081629	11362	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	pilus assembly protein CpaB	pilus assembly protein Flp/PilA
Ga0081607_10881	Ga0081629_11362	-0.02253	negative	Ga0081629	11362	Ga0081607	10881	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	pilus assembly protein Flp/PilA	pilus assembly protein CpaB
Ga0081629_12073	Ga0081629_10478	0.02252	positive	Ga0081629	10478	Ga0081629	12073	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	cold-shock DNA-binding protein family	putative sigma-54 modulation protein
Ga0081607_11368	Ga0081607_112115	0.02252	positive	Ga0081607	112115	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	peroxiredoxin (alkyl hydroperoxide reductase subunit C)
Ga0081607_10311	Ga0081607_122016	0.02252	positive	Ga0081607	122016	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar basal-body rod protein FlgB
Ga0081607_122016	Ga0081607_10311	0.02252	positive	Ga0081607	10311	Ga0081607	122016	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgB	hypothetical protein
Ga0081607_116324	Ga0081607_108455	0.02252	positive	Ga0081607	108455	Ga0081607	116324	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	chaperonin GroEL	ATP synthase F1 subcomplex alpha subunit
Ga0081629_10478	Ga0081629_12073	0.02252	positive	Ga0081629	12073	Ga0081629	10478	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	putative sigma-54 modulation protein	cold-shock DNA-binding protein family
Ga0081607_108455	Ga0081607_116324	0.02252	positive	Ga0081607	116324	Ga0081607	108455	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex alpha subunit	chaperonin GroEL
Ga0081607_108311	Ga0081607_11876	0.02251	positive	Ga0081607	11876	Ga0081607	108311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L20P	heat shock protein Hsp20
Ga0081607_11876	Ga0081607_108311	0.02251	positive	Ga0081607	108311	Ga0081607	11876	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	heat shock protein Hsp20	LSU ribosomal protein L20P
Ga0081607_112314	Ga0081607_117024	0.02249	positive	Ga0081607	117024	Ga0081607	112314	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	hypothetical protein
Ga0081607_117024	Ga0081607_112314	0.02249	positive	Ga0081607	112314	Ga0081607	117024	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)
Ga0081629_11365	Ga0081629_114116	0.02248	positive	Ga0081629	114116	Ga0081629	11365	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	pilus assembly protein Flp/PilA	nitric oxide reductase, NorC subunit apoprotein
Ga0081607_125535	Ga0081607_108813	0.02248	positive	Ga0081607	108813	Ga0081607	125535	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	surface antigen family protein
Ga0081629_114116	Ga0081629_11365	0.02248	positive	Ga0081629	11365	Ga0081629	114116	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	nitric oxide reductase, NorC subunit apoprotein	pilus assembly protein Flp/PilA
Ga0081607_108813	Ga0081607_125535	0.02248	positive	Ga0081607	125535	Ga0081607	108813	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	surface antigen family protein	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_107611	Ga0081607_10311	0.02245	positive	Ga0081607	10311	Ga0081607	107611	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10311	Ga0081607_107611	0.02245	positive	Ga0081607	107611	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_108454	Ga0081607_12608	0.02244	positive	Ga0081607	12608	Ga0081607	108454	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex gamma subunit	Na+-transporting NADH:ubiquinone oxidoreductase subunit F
Ga0081607_12608	Ga0081607_108454	0.02244	positive	Ga0081607	108454	Ga0081607	12608	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit F	ATP synthase F1 subcomplex gamma subunit
Ga0081607_111115	Ga0081607_10524	0.02243	positive	Ga0081607	10524	Ga0081607	111115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	transcriptional regulator, TraR/DksA family	hypothetical protein
Ga0081607_12369	Ga0081607_114212	0.02243	positive	Ga0081607	114212	Ga0081607	12369	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	carboxyl-terminal processing protease	hypothetical protein
Ga0081607_10524	Ga0081607_111115	0.02243	positive	Ga0081607	111115	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transcriptional regulator, TraR/DksA family
Ga0081607_114212	Ga0081607_12369	0.02243	positive	Ga0081607	12369	Ga0081607	114212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	carboxyl-terminal processing protease
Ga0081607_11408	Ga0081607_11529	0.02242	positive	Ga0081607	11529	Ga0081607	11408	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold shock protein	protein FliT
Ga0081607_11529	Ga0081607_11408	0.02242	positive	Ga0081607	11408	Ga0081607	11529	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	protein FliT	cold shock protein
Ga0081607_12606	Ga0081607_12308	0.02241	positive	Ga0081607	12308	Ga0081607	12606	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit D	superoxide dismutase, Fe-Mn family
Ga0081607_12308	Ga0081607_12606	0.02241	positive	Ga0081607	12606	Ga0081607	12308	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	superoxide dismutase, Fe-Mn family	Na+-transporting NADH:ubiquinone oxidoreductase subunit D
Ga0081607_108267	Ga0081607_112312	0.0224	positive	Ga0081607	112312	Ga0081607	108267	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L32P	Enolase, C-terminal TIM barrel domain
Ga0081607_112312	Ga0081607_108267	0.0224	positive	Ga0081607	108267	Ga0081607	112312	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Enolase, C-terminal TIM barrel domain	LSU ribosomal protein L32P
Ga0081607_115210	Ga0081607_113519	0.02239	positive	Ga0081607	113519	Ga0081607	115210	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FliS	hypothetical protein
Ga0081607_113519	Ga0081607_115210	0.02239	positive	Ga0081607	115210	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FliS
Ga0081607_11358	Ga0081607_101323	0.02238	positive	Ga0081607	101323	Ga0081607	11358	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	pyruvate kinase	Protein of unknown function (DUF1097)
Ga0081607_120713	Ga0081607_113615	0.02238	positive	Ga0081607	113615	Ga0081607	120713	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhF	flagellar hook-basal body complex protein FliE
Ga0081607_101323	Ga0081607_11358	0.02238	positive	Ga0081607	11358	Ga0081607	101323	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Protein of unknown function (DUF1097)	pyruvate kinase
Ga0081607_113615	Ga0081607_120713	0.02238	positive	Ga0081607	120713	Ga0081607	113615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook-basal body complex protein FliE	flagellar biosynthesis protein FlhF
Ga0081607_113615	Ga0081607_122016	0.02235	positive	Ga0081607	122016	Ga0081607	113615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook-basal body complex protein FliE	flagellar basal-body rod protein FlgB
Ga0081607_122016	Ga0081607_113615	0.02235	positive	Ga0081607	113615	Ga0081607	122016	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgB	flagellar hook-basal body complex protein FliE
Ga0081607_11288	Ga0081607_113519	0.02234	positive	Ga0081607	113519	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_113519	Ga0081607_11288	0.02234	positive	Ga0081607	11288	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12606	Ga0081607_108422	0.02233	positive	Ga0081607	108422	Ga0081607	12606	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit D	competence protein ComEA
Ga0081607_108422	Ga0081607_12606	0.02233	positive	Ga0081607	12606	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	Na+-transporting NADH:ubiquinone oxidoreductase subunit D
Ga0081607_120732	Ga0081607_11135	0.0223	positive	Ga0081607	11135	Ga0081607	120732	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L21P
Ga0081607_108813	Ga0081607_11521	-0.0223	negative	Ga0081607	11521	Ga0081607	108813	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	surface antigen family protein	hypothetical protein
Ga0081607_11135	Ga0081607_120732	0.0223	positive	Ga0081607	120732	Ga0081607	11135	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L21P	hypothetical protein
Ga0081607_11521	Ga0081607_108813	-0.0223	negative	Ga0081607	108813	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	surface antigen family protein
Ga0081607_108453	Ga0081607_11905	0.02228	positive	Ga0081607	11905	Ga0081607	108453	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex beta subunit	Heat shock protein
Ga0081607_11905	Ga0081607_108453	0.02228	positive	Ga0081607	108453	Ga0081607	11905	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Heat shock protein	ATP synthase F1 subcomplex beta subunit
Ga0081607_10651	Ga0081607_110272	0.02228	positive	Ga0081607	110272	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	3-oxoacyl-(acyl-carrier-protein) synthase I
Ga0081607_110272	Ga0081607_10651	0.02228	positive	Ga0081607	10651	Ga0081607	110272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-oxoacyl-(acyl-carrier-protein) synthase I	hypothetical protein
Ga0081629_10373	Ga0081607_123112	0.02227	positive	Ga0081607	123112	Ga0081629	10373	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	formaldehyde activating enzyme	hypothetical protein
Ga0081607_123112	Ga0081629_10373	0.02227	positive	Ga0081629	10373	Ga0081607	123112	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	formaldehyde activating enzyme
Ga0081607_107610	Ga0081607_109111	0.02226	positive	Ga0081607	109111	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	bacterial nucleoid protein HU beta subunit
Ga0081607_113410	Ga0081607_10823	-0.02226	negative	Ga0081607	10823	Ga0081607	113410	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	outer membrane lipoprotein carrier protein
Ga0081607_10823	Ga0081607_113410	-0.02226	negative	Ga0081607	113410	Ga0081607	10823	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	outer membrane lipoprotein carrier protein	hypothetical protein
Ga0081607_109111	Ga0081607_107610	0.02226	positive	Ga0081607	107610	Ga0081607	109111	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial nucleoid protein HU beta subunit	hypothetical protein
Ga0081607_11303	Ga0081607_12308	0.02223	positive	Ga0081607	12308	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	superoxide dismutase, Fe-Mn family
Ga0081607_12308	Ga0081607_11303	0.02223	positive	Ga0081607	11303	Ga0081607	12308	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	superoxide dismutase, Fe-Mn family	hypothetical protein
Ga0081607_12205	Ga0081607_11136	0.02222	positive	Ga0081607	11136	Ga0081607	12205	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081607_122016	Ga0081607_12208	0.02222	positive	Ga0081607	12208	Ga0081607	122016	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgB	flagellar protein FlgJ
Ga0081607_12208	Ga0081607_122016	0.02222	positive	Ga0081607	122016	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	flagellar basal-body rod protein FlgB
Ga0081607_11136	Ga0081607_12205	0.02222	positive	Ga0081607	12205	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_113519	Ga0081607_111211	0.02221	positive	Ga0081607	111211	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_111211	Ga0081607_113519	0.02221	positive	Ga0081607	113519	Ga0081607	111211	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_112317	Ga0081607_12192	-0.0222	negative	Ga0081607	12192	Ga0081607	112317	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	acetyl-CoA carboxylase carboxyltransferase subunit alpha	Small metal-binding protein
Ga0081607_12192	Ga0081607_112317	-0.0222	negative	Ga0081607	112317	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	acetyl-CoA carboxylase carboxyltransferase subunit alpha
Ga0081607_123456	Ga0081607_112840	0.0222	positive	Ga0081607	112840	Ga0081607	123456	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S2P	SSU ribosomal protein S9P
Ga0081607_112840	Ga0081607_123456	0.0222	positive	Ga0081607	123456	Ga0081607	112840	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S9P	SSU ribosomal protein S2P
Ga0081607_11876	Ga0081607_108422	0.02219	positive	Ga0081607	108422	Ga0081607	11876	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	heat shock protein Hsp20	competence protein ComEA
Ga0081607_108422	Ga0081607_11876	0.02219	positive	Ga0081607	11876	Ga0081607	108422	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	competence protein ComEA	heat shock protein Hsp20
Ga0081607_10701	Ga0081607_111620	0.02217	positive	Ga0081607	111620	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PQQ enzyme repeat-containing protein
Ga0081607_111620	Ga0081607_10701	0.02217	positive	Ga0081607	10701	Ga0081607	111620	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ enzyme repeat-containing protein	hypothetical protein
Ga0081607_114272	Ga0081607_108269	-0.02216	negative	Ga0081607	108269	Ga0081607	114272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	protein of unknown function (DUF477)
Ga0081607_108269	Ga0081607_114272	-0.02216	negative	Ga0081607	114272	Ga0081607	108269	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	protein of unknown function (DUF477)	hypothetical protein
Ga0081607_10828	Ga0081607_117613	-0.02213	negative	Ga0081607	117613	Ga0081607	10828	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	methylene-tetrahydromethanopterin dehydrogenase	hypothetical protein
